signal_id,signal_name,customer_id,detected_date,evidence_metric_1,evidence_metric_2,segment,behavioral_state,signal_strength,explanation,signal_limitation
394,EMERGING_BROADENING,12984,2011-12-31,State: EMERGING (Tenure: 18 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
395,POSITIVE_MOMENTUM,12984,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
396,EMERGING_BROADENING,12985,2011-12-31,State: EMERGING (Tenure: 28 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
397,POSITIVE_MOMENTUM,12985,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
398,POSITIVE_MOMENTUM,12987,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
399,POSITIVE_MOMENTUM,12989,2011-12-31,Spend Momentum: +115.1% (>= +25.0%),Order Momentum: +600.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+115.1%) and order volume (+600.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
400,POSITIVE_MOMENTUM,12990,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
401,HIGH_FREQUENCY_LOW_VALUE,12993,2011-12-31,Order Frequency: 8 orders (>= P80: 8),AOV: 157.45 (<= P40: 233.82),Low-Activity / Long-Recency,ENGAGED,Medium,Highly frequent ordering behavior (8 lifetime orders) paired with modest average basket value (157.45).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
402,POSITIVE_MOMENTUM,12995,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
403,POSITIVE_MOMENTUM,12997,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
404,POSITIVE_MOMENTUM,13001,2011-12-31,Spend Momentum: +56.3% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+56.3%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
405,POSITIVE_MOMENTUM,13004,2011-12-31,Spend Momentum: +82.7% (>= +25.0%),Order Momentum: +50.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+82.7%) and order volume (+50.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
406,EMERGING_BROADENING,13006,2011-12-31,State: EMERGING (Tenure: 56 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
407,POSITIVE_MOMENTUM,13006,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
408,POSITIVE_MOMENTUM,13012,2011-12-31,Spend Momentum: +108.1% (>= +25.0%),Order Momentum: +300.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+108.1%) and order volume (+300.0%).,Elevated customer reversal/return rate (>10% of total spend). | Short-term seasonal order spikes can temporarily inflate momentum percentages.
409,POSITIVE_MOMENTUM,13014,2011-12-31,Spend Momentum: +107.9% (>= +25.0%),Order Momentum: +150.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+107.9%) and order volume (+150.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
410,POSITIVE_MOMENTUM,13015,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
411,EMERGING_BROADENING,13017,2011-12-31,State: EMERGING (Tenure: 7 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
412,POSITIVE_MOMENTUM,13017,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
413,POSITIVE_MOMENTUM,13018,2011-12-31,Spend Momentum: +57.1% (>= +25.0%),Order Momentum: +42.9% (>= +25.0%),High-Value Stable,ENGAGED,Medium,Customer shows synchronized double-digit expansion across recent 90d spend (+57.1%) and order volume (+42.9%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
414,POSITIVE_MOMENTUM,13021,2011-12-31,Spend Momentum: +277.8% (>= +25.0%),Order Momentum: +400.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+277.8%) and order volume (+400.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
415,HIGH_FREQUENCY_LOW_VALUE,13026,2011-12-31,Order Frequency: 9 orders (>= P80: 8),AOV: 192.56 (<= P40: 233.82),Emerging Engagement,ENGAGED,Low,Highly frequent ordering behavior (9 lifetime orders) paired with modest average basket value (192.56).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
416,HIGH_VALUE_SOFTENING,13027,2011-12-31,"Historical Value: 17,239.20 (>= P80: 2,910.08)",Value Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,"Customer is in the top spend quintile (spend 17,239.20) but experienced a -100.0% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
417,HISTORICAL_VALUE_DORMANT,13027,2011-12-31,"Historical Value: 17,239.20 (>= P80: 2,910.08)",Inactivity: 113 days since last purchase (> 120d),High-Value Stable,DORMANT,Low,"Tier-1 historical customer (17,239.20 total spend) has lapsed into dormancy with 113 days of elapsed inactivity.",Wholesaler may have discontinued lines or shifted supplier accounts entirely.
418,EMERGING_BROADENING,13028,2011-12-31,State: EMERGING (Tenure: 45 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
419,POSITIVE_MOMENTUM,13028,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
420,POSITIVE_MOMENTUM,13030,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
421,HISTORICAL_VALUE_DORMANT,13031,2011-12-31,"Historical Value: 3,292.84 (>= P80: 2,910.08)",Inactivity: 407 days since last purchase (> 120d),Low-Activity / Long-Recency,DORMANT,High,"Tier-1 historical customer (3,292.84 total spend) has lapsed into dormancy with 407 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
422,POSITIVE_MOMENTUM,13032,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
423,POSITIVE_MOMENTUM,13034,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
424,POSITIVE_MOMENTUM,13035,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
425,HIGH_VALUE_SOFTENING,13037,2011-12-31,"Historical Value: 3,914.95 (>= P80: 2,910.08)",Value Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,"Customer is in the top spend quintile (spend 3,914.95) but experienced a -100.0% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
426,HISTORICAL_VALUE_DORMANT,13037,2011-12-31,"Historical Value: 3,914.95 (>= P80: 2,910.08)",Inactivity: 138 days since last purchase (> 120d),High-Value Stable,DORMANT,Low,"Tier-1 historical customer (3,914.95 total spend) has lapsed into dormancy with 138 days of elapsed inactivity.",Wholesaler may have discontinued lines or shifted supplier accounts entirely.
427,BROAD_ENGAGEMENT_SOFTENING,13037,2011-12-31,Catalog Breadth: 181 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,Customer historically active across broad catalog (181 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
428,POSITIVE_MOMENTUM,13038,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
429,EMERGING_BROADENING,13040,2011-12-31,State: EMERGING (Tenure: 33 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
